"fns_1","fns_2","fns_3","fns_4","fns_5","variable","replicate"
-176.268220052426,-173.105805563334,-172.770662324844,-171.451785118152,-170.703958478048,"posterior",34
0.177439598081394,0.197565610962352,0.20598748503086,0.21617289030424,0.234020357623597,"TTBirthRate.1",34
0.0163449042917141,0.0377613477134687,0.0498117825006754,0.0595211637761992,0.0810116731097955,"TTBirthRate.2",34
0.00479962363364158,0.00598743586392132,0.00740663764856288,0.00800497328141894,0.0108736574219872,"TTSamplingRate",34
0.0219156466386157,0.0260142519378547,0.0309564498161827,0.0334753092572735,0.0423992992815665,"TTOmegaRate",34
119,169,216,238,328,"HistorySizes",34
1.9191346188147,2.24075795627792,2.43409144312518,2.60338644516991,3.04365738024993,"R0.1",34
0.254054277074635,0.429869104834973,0.589178284785682,0.664885013334739,0.967550033744582,"R0.2",34
-49.8891200445361,-46.0682935850741,-45.8762610498518,-43.9022967317923,-43.3910559008405,"posterior",35
0.0788921189785494,0.115394057720925,0.146693043378697,0.170553455067812,0.237283084252279,"TTBirthRate.1",35
0.00649941018898458,0.0253849176291593,0.077968965876084,0.0888550677395017,0.235203187270357,"TTBirthRate.2",35
0.00438723034492268,0.0121721371615277,0.0198569784321435,0.0248072719062797,0.0438320462718953,"TTSamplingRate",35
0.0225635735512008,0.041561435664095,0.0640476538390465,0.0749820428464986,0.122748481357233,"TTOmegaRate",35
0,0,2,2,10,"HistorySizes",35
0.5321467569597,0.882599263505697,1.134870176635,1.37371945893305,1.90793790742173,"R0.1",35
0.0487293048188493,0.214223206915255,0.593150827951104,0.710793689036826,1.74349957701628,"R0.2",35
-82.4835366855484,-79.9361006373919,-79.285513313648,-77.9794658219151,-77.0870848752953,"posterior",36
0.0861731126980124,0.118495731312884,0.143972501768544,0.159460667787091,0.207641338695173,"TTBirthRate.1",36
0.0180147197778846,0.0584624434999203,0.130527618666195,0.144811912614144,0.275537272383698,"TTBirthRate.2",36
0.00602791799026867,0.0124816823267232,0.0197301377124286,0.0227580465852884,0.0384237775988245,"TTSamplingRate",36
